,LSOA,population_per_hectare
25219,E01017193,84.8
25220,E01017194,13.5
25221,E01017195,72.9
25222,E01017153,116.8
25223,E01017154,34.0
25224,E01017155,57.6
25225,E01017156,192.1
25226,E01032738,58.5
25227,E01032750,116.6
25228,E01017136,85.4
25229,E01017137,169.4
25230,E01017138,141.4
25231,E01017140,13.3
25232,E01017217,40.6
25233,E01017223,54.5
25234,E01017224,42.5
25235,E01017225,48.0
25236,E01017162,45.0
25237,E01017163,74.6
25238,E01017164,39.7
25239,E01017165,64.5
25240,E01017166,44.4
25241,E01017256,46.4
25242,E01017257,67.4
25243,E01017259,64.9
25244,E01017260,51.1
25245,E01017262,32.9
25246,E01017167,68.0
25247,E01017168,48.8
25248,E01017169,82.4
25249,E01017170,54.7
25250,E01017218,62.1
25251,E01017219,37.6
25252,E01017220,73.9
25253,E01017221,90.4
25254,E01017222,73.6
25255,E01017139,57.6
25256,E01017142,63.5
25257,E01032745,147.1
25258,E01032746,205.8
25259,E01032748,12.1
25260,E01032751,103.1
25261,E01032755,100.4
25262,E01017255,49.8
25263,E01017258,74.8
25264,E01017261,34.9
25265,E01017263,39.2
25266,E01017273,64.1
25267,E01017275,31.0
25268,E01017276,62.9
25269,E01017278,37.9
25270,E01017279,45.7
25271,E01017274,43.9
25272,E01017277,52.9
25273,E01017280,66.3
25274,E01017281,51.1
25275,E01016277,0.9
25276,E01016286,1.0
25277,E01016287,0.3
25278,E01016288,0.5
25279,E01016303,0.5
25280,E01016304,0.4
25281,E01016305,0.5
25282,E01016306,13.4
25283,E01016256,1.3
25284,E01016257,0.6
25285,E01016313,17.6
25286,E01016314,2.3
25287,E01016315,2.0
25288,E01016316,5.7
25289,E01016317,26.4
25290,E01016318,51.4
25291,E01016258,14.3
25292,E01016261,20.0
25293,E01016349,35.4
25294,E01016350,55.0
25295,E01016259,16.3
25296,E01016260,40.1
25297,E01016262,52.9
25298,E01016272,12.6
25299,E01016273,45.8
25300,E01016263,2.0
25301,E01016278,3.3
25302,E01016283,3.4
25303,E01016284,7.6
25304,E01016285,0.5
25305,E01016271,56.0
25306,E01016274,31.2
25307,E01016275,43.3
25308,E01016276,22.5
25309,E01016327,1.5
25310,E01016328,1.1
25311,E01016344,9.2
25312,E01016345,6.7
25313,E01016296,39.5
25314,E01016297,4.7
25315,E01016298,0.5
25316,E01016299,15.8
25317,E01016254,0.9
25318,E01016255,0.8
25319,E01016264,0.8
25320,E01016265,0.9
25321,E01016266,2.1
25322,E01016339,2.7
25323,E01016310,33.2
25324,E01016311,24.4
25325,E01016323,5.0
25326,E01016324,2.0
25327,E01016325,53.3
25328,E01016279,55.2
25329,E01016280,34.1
25330,E01016281,41.8
25331,E01016282,38.2
25332,E01016329,51.8
25333,E01016340,25.3
25334,E01016341,24.3
25335,E01016342,12.3
25336,E01016343,53.3
25337,E01016267,28.0
25338,E01016268,42.7
25339,E01016269,0.9
25340,E01016270,13.7
25341,E01016330,63.2
25342,E01016331,64.8
25343,E01016332,37.4
25344,E01016334,66.7
25345,E01016336,69.6
25346,E01016333,3.2
25347,E01016335,52.6
25348,E01016337,13.8
25349,E01016338,43.5
25350,E01016300,8.1
25351,E01016301,0.2
25352,E01016302,0.9
25353,E01016326,0.4
25354,E01016293,2.5
25355,E01016346,15.8
25356,E01016347,24.7
25357,E01016348,43.0
25358,E01016294,39.1
25359,E01016295,35.3
25360,E01016312,58.4
25361,E01016319,43.9
25362,E01016320,44.6
25363,E01016289,11.8
25364,E01016290,30.8
25365,E01016291,31.7
25366,E01016292,42.1
25367,E01016321,45.4
25368,E01016322,22.2
25369,E01016307,19.9
25370,E01016308,1.4
25371,E01016309,1.0
25372,E01016570,47.1
25373,E01016572,36.4
25374,E01016582,13.1
25375,E01016600,5.2
25376,E01016530,4.3
25377,E01016531,1.3
25378,E01016532,4.1
25379,E01016533,4.6
25380,E01016578,0.9
25381,E01016579,1.1
25382,E01016581,0.9
25383,E01016571,34.2
25384,E01016573,77.1
25385,E01016574,54.1
25386,E01016599,66.1
25387,E01016583,26.8
25388,E01016585,37.3
25389,E01016586,8.6
25390,E01016591,17.3
25391,E01016592,11.0
25392,E01016525,39.3
25393,E01016528,43.2
25394,E01016529,59.8
25395,E01016536,48.5
25396,E01016584,53.5
25397,E01032733,33.4
25398,E01032734,29.1
25399,E01016526,54.7
25400,E01016527,62.5
25401,E01016534,22.1
25402,E01016598,35.6
25403,E01016601,41.7
25404,E01016602,10.8
25405,E01016535,61.1
25406,E01016537,62.1
25407,E01016538,66.5
25408,E01016593,56.2
25409,E01016594,21.3
25410,E01016559,48.9
25411,E01016560,53.3
25412,E01016561,17.9
25413,E01016562,7.5
25414,E01016563,8.5
25415,E01016580,50.6
25416,E01016539,7.3
25417,E01016540,2.4
25418,E01016541,42.3
25419,E01016542,14.5
25420,E01016543,1.1
25421,E01016544,34.9
25422,E01016567,4.7
25423,E01016568,49.5
25424,E01016569,6.4
25425,E01016564,6.7
25426,E01016565,10.4
25427,E01016566,9.0
25428,E01016577,3.2
25429,E01016545,55.1
25430,E01016547,36.5
25431,E01016550,52.4
25432,E01016552,12.5
25433,E01016551,23.1
25434,E01016553,21.8
25435,E01016557,59.5
25436,E01016558,54.0
25437,E01016548,41.4
25438,E01016549,57.5
25439,E01016554,46.4
25440,E01016555,59.4
25441,E01016556,52.8
25442,E01016546,61.2
25443,E01016595,2.9
25444,E01016596,8.9
25445,E01016597,21.1
25446,E01016575,10.8
25447,E01016576,4.4
25448,E01016587,43.2
25449,E01016588,1.2
25450,E01016589,7.2
25451,E01016522,38.0
25452,E01016523,4.1
25453,E01016524,5.1
25454,E01016609,22.7
25455,E01016603,11.1
25456,E01016604,7.5
25457,E01016605,6.6
25458,E01016606,25.0
25459,E01016607,11.6
25460,E01016608,16.0
25461,E01016675,0.7
25462,E01016676,11.0
25463,E01016677,2.8
25464,E01016678,1.5
25465,E01016619,5.5
25466,E01016620,21.3
25467,E01016692,27.7
25468,E01016693,40.7
25469,E01016694,11.0
25470,E01016695,33.4
25471,E01016621,46.4
25472,E01016623,34.5
25473,E01016624,43.8
25474,E01016684,39.6
25475,E01016685,3.4
25476,E01016622,14.7
25477,E01016657,4.5
25478,E01016658,15.7
25479,E01016659,60.5
25480,E01016660,24.8
25481,E01016615,26.1
25482,E01016616,39.2
25483,E01016617,24.8
25484,E01016662,61.1
25485,E01016613,11.6
25486,E01016614,34.7
25487,E01016618,36.4
25488,E01016664,38.9
25489,E01016668,37.2
25490,E01016669,42.5
25491,E01016661,24.4
25492,E01016663,42.0
25493,E01016686,34.4
25494,E01016687,59.8
25495,E01016688,21.7
25496,E01016689,46.5
25497,E01016652,60.6
25498,E01016653,37.3
25499,E01016665,39.9
25500,E01016666,55.6
25501,E01032761,16.1
25502,E01016647,17.5
25503,E01016701,17.9
25504,E01016702,14.4
25505,E01016703,11.7
25506,E01016704,48.9
25507,E01016627,22.6
25508,E01016628,19.6
25509,E01016656,0.8
25510,E01016700,10.1
25511,E01016644,70.5
25512,E01016645,62.0
25513,E01016646,25.9
25514,E01016648,61.6
25515,E01016649,41.6
25516,E01016651,46.3
25517,E01016654,35.9
25518,E01016655,48.3
25519,E01016679,24.3
25520,E01016680,37.1
25521,E01032758,17.3
25522,E01032759,3.5
25523,E01016626,31.5
25524,E01016671,18.9
25525,E01016673,44.7
25526,E01016674,21.9
25527,E01016696,37.0
25528,E01016670,27.8
25529,E01016672,25.7
25530,E01032763,15.6
25531,E01016612,4.7
25532,E01016629,32.7
25533,E01016630,26.2
25534,E01016635,45.3
25535,E01016625,26.6
25536,E01016631,58.5
25537,E01016632,17.1
25538,E01016634,11.2
25539,E01016699,8.9
25540,E01016682,2.4
25541,E01016683,5.6
25542,E01016690,3.1
25543,E01016691,1.3
25544,E01016610,2.6
25545,E01016611,6.8
25546,E01016641,1.8
25547,E01016642,51.5
25548,E01016633,16.9
25549,E01016636,15.4
25550,E01016637,6.8
25551,E01016638,32.7
25552,E01016639,27.0
25553,E01016640,2.3
25554,E01016643,33.1
25555,E01016705,2.1
25556,E01016706,30.4
25557,E01016707,38.8
25558,E01016708,20.8
25559,E01016709,31.5
25560,E01017648,5.6
25561,E01017649,11.7
25562,E01017650,6.1
25563,E01032960,0.5
25564,E01017644,28.1
25565,E01017645,45.3
25566,E01017646,8.7
25567,E01017647,32.1
25568,E01017671,0.6
25569,E01017672,0.7
25570,E01017695,3.2
25571,E01017696,0.8
25572,E01017693,0.7
25573,E01017694,0.8
25574,E01017713,14.1
25575,E01017714,0.4
25576,E01017717,0.5
25577,E01017718,0.5
25578,E01017735,0.7
25579,E01017736,2.4
25580,E01017737,33.0
25581,E01017738,14.2
25582,E01017669,0.8
25583,E01017670,0.8
25584,E01017715,0.4
25585,E01017716,1.1
25586,E01017641,1.3
25587,E01017731,4.0
25588,E01017732,0.9
25589,E01017733,0.6
25590,E01017734,1.0
25591,E01017703,0.6
25592,E01017704,0.6
25593,E01017719,5.0
25594,E01017720,0.3
25595,E01032958,0.8
25596,E01032959,4.3
25597,E01017651,2.3
25598,E01017652,1.2
25599,E01017657,1.5
25600,E01017658,1.3
25601,E01017701,1.4
25602,E01017702,3.3
25603,E01017642,0.5
25604,E01017643,0.6
25605,E01017673,0.6
25606,E01017674,0.6
25607,E01017659,59.1
25608,E01017660,27.8
25609,E01017661,66.9
25610,E01017664,17.4
25611,E01017705,1.3
25612,E01017706,55.6
25613,E01017707,53.8
25614,E01017708,28.1
25615,E01017665,21.5
25616,E01017666,54.1
25617,E01017667,34.4
25618,E01017668,53.6
25619,E01017697,73.5
25620,E01017698,34.4
25621,E01017699,34.7
25622,E01017700,34.0
25623,E01017634,53.3
25624,E01017662,43.7
25625,E01017663,67.2
25626,E01032955,40.3
25627,E01032961,40.0
25628,E01017653,67.4
25629,E01017654,66.9
25630,E01017655,43.1
25631,E01032956,55.3
25632,E01032957,57.8
25633,E01032962,69.1
25634,E01017635,47.0
25635,E01017636,45.9
25636,E01017637,23.4
25637,E01017638,28.7
25638,E01017639,30.7
25639,E01017640,43.5
25640,E01017709,55.4
25641,E01017710,46.3
25642,E01017711,35.7
25643,E01017712,58.8
25644,E01017687,53.6
25645,E01017688,59.8
25646,E01017689,49.7
25647,E01017690,28.3
25648,E01017691,35.4
25649,E01017692,62.5
25650,E01017721,48.9
25651,E01017722,70.1
25652,E01017723,59.9
25653,E01017724,64.8
25654,E01017627,2.5
25655,E01017628,5.9
25656,E01017629,1.6
25657,E01017630,5.9
25658,E01017631,3.2
25659,E01017632,1.9
25660,E01017675,5.9
25661,E01017676,0.5
25662,E01017677,6.9
25663,E01017678,1.1
25664,E01017679,3.1
25665,E01017680,8.5
25666,E01017681,1.1
25667,E01017682,5.5
25668,E01017683,1.0
25669,E01017684,1.2
25670,E01017726,0.9
25671,E01017727,6.0
25672,E01017728,3.5
25673,E01017729,19.4
25674,E01017730,17.4
25675,E01017750,0.9
25676,E01017752,1.4
25677,E01017766,0.9
25678,E01017778,2.2
25679,E01017747,36.4
25680,E01017748,50.6
25681,E01017749,14.7
25682,E01017789,35.6
25683,E01017790,61.3
25684,E01017795,17.7
25685,E01017769,13.1
25686,E01017771,12.0
25687,E01017780,10.2
25688,E01017781,89.2
25689,E01017770,42.5
25690,E01017791,22.4
25691,E01017792,6.6
25692,E01017793,5.2
25693,E01017768,2.4
25694,E01017779,5.0
25695,E01017785,3.7
25696,E01017786,14.1
25697,E01017787,12.3
25698,E01017788,61.2
25699,E01017741,42.8
25700,E01017742,33.9
25701,E01017743,31.1
25702,E01017763,24.2
25703,E01017764,16.0
25704,E01017765,5.4
25705,E01017739,34.4
25706,E01017740,6.7
25707,E01017744,2.4
25708,E01017745,2.2
25709,E01017746,45.7
25710,E01017762,2.3
25711,E01017775,22.2
25712,E01017776,14.6
25713,E01017777,16.2
25714,E01017759,3.5
25715,E01017760,4.7
25716,E01017761,34.2
25717,E01017794,6.6
25718,E01017754,4.8
25719,E01017755,26.6
25720,E01017756,18.7
25721,E01017757,3.5
25722,E01017758,12.4
25723,E01017751,13.1
25724,E01017753,22.9
25725,E01017767,4.7
25726,E01017773,3.5
25727,E01017774,7.4
25728,E01017782,9.4
25729,E01017783,0.9
25730,E01017784,3.3
25731,E01032609,29.7
25732,E01017796,23.7
25733,E01017797,16.5
25734,E01017798,3.4
25735,E01017799,15.4
25736,E01017800,2.4
25737,E01017801,5.1
25738,E01017802,18.6
25739,E01017818,4.1
25740,E01017819,6.1
25741,E01017820,14.3
25742,E01017821,3.9
25743,E01017822,21.1
25744,E01017810,14.8
25745,E01017811,2.8
25746,E01017812,4.3
25747,E01017813,4.7
25748,E01017815,13.2
25749,E01017816,28.0
25750,E01017817,9.8
25751,E01017823,1.1
25752,E01017830,5.8
25753,E01017831,5.4
25754,E01017832,4.0
25755,E01017834,1.9
25756,E01017835,3.1
25757,E01017803,0.9
25758,E01017806,13.5
25759,E01017814,2.0
25760,E01017833,1.5
25761,E01017804,26.0
25762,E01017805,45.4
25763,E01017807,53.4
25764,E01017808,29.0
25765,E01017809,43.7
25766,E01017824,3.8
25767,E01017825,13.4
25768,E01017826,6.2
25769,E01017827,3.2
25770,E01017828,34.6
25771,E01017829,5.1
25772,E01017929,40.9
25773,E01017930,5.8
25774,E01017931,10.9
25775,E01017932,3.1
25776,E01017933,21.7
25777,E01017885,1.0
25778,E01017886,0.7
25779,E01017887,3.9
25780,E01017888,0.8
25781,E01017869,3.3
25782,E01017870,2.7
25783,E01017871,7.2
25784,E01017872,3.1
25785,E01017873,9.1
25786,E01017874,10.7
25787,E01017915,1.1
25788,E01017916,1.3
25789,E01017917,5.4
25790,E01017918,6.6
25791,E01017857,66.9
25792,E01017858,43.9
25793,E01017859,10.8
25794,E01017860,59.6
25795,E01017861,32.9
25796,E01017862,6.5
25797,E01017863,40.5
25798,E01017842,0.9
25799,E01017853,2.5
25800,E01017854,1.0
25801,E01017878,0.4
25802,E01017920,23.0
25803,E01017921,25.8
25804,E01017922,37.5
25805,E01017923,61.1
25806,E01017924,26.2
25807,E01017937,10.2
25808,E01017938,10.4
25809,E01017940,12.8
25810,E01017942,47.1
25811,E01017850,66.5
25812,E01017851,65.7
25813,E01017852,90.4
25814,E01017919,63.7
25815,E01017925,67.8
25816,E01017926,71.5
25817,E01017927,44.1
25818,E01017928,41.1
25819,E01017911,43.2
25820,E01017912,30.6
25821,E01017913,51.0
25822,E01017914,6.3
25823,E01017903,93.1
25824,E01017904,100.1
25825,E01017905,67.9
25826,E01017906,122.9
25827,E01017907,66.7
25828,E01017899,59.1
25829,E01017900,14.9
25830,E01017901,49.2
25831,E01017902,45.9
25832,E01017836,30.5
25833,E01017837,36.3
25834,E01017838,36.0
25835,E01017839,17.1
25836,E01017840,20.9
25837,E01017841,12.9
25838,E01017908,31.6
25839,E01017909,13.6
25840,E01017910,22.5
25841,E01017941,19.1
25842,E01017843,10.0
25843,E01017844,45.6
25844,E01017845,24.2
25845,E01017855,4.6
25846,E01017856,9.4
25847,E01017864,14.1
25848,E01017865,10.8
25849,E01017867,15.5
25850,E01017868,15.7
25851,E01017934,13.8
25852,E01017935,16.0
25853,E01017936,5.8
25854,E01017939,6.4
25855,E01017866,1.1
25856,E01017875,1.2
25857,E01017876,13.7
25858,E01017877,3.4
25859,E01017846,23.0
25860,E01017847,22.0
25861,E01017848,25.6
25862,E01017849,4.2
25863,E01017889,38.7
25864,E01017890,34.8
25865,E01017891,40.6
25866,E01017892,9.2
25867,E01017893,39.4
25868,E01017894,9.5
25869,E01017895,40.5
25870,E01017896,13.1
25871,E01017897,48.3
25872,E01017898,42.7
25873,E01017880,17.6
25874,E01017881,24.5
25875,E01017882,14.6
25876,E01017883,19.4
25877,E01017884,71.5
25878,E01032610,32.1
25879,E01020924,59.0
25880,E01020925,67.8
25881,E01020927,17.6
25882,E01020928,39.1
25883,E01020930,77.4
25884,E01020917,81.0
25885,E01020918,62.4
25886,E01020919,73.2
25887,E01020923,94.5
25888,E01020949,52.8
25889,E01020926,40.9
25890,E01020929,52.7
25891,E01020955,45.3
25892,E01020956,17.6
25893,E01020957,41.7
25894,E01020920,25.2
25895,E01020921,20.3
25896,E01020922,23.2
25897,E01020945,25.7
25898,E01020950,40.9
25899,E01020940,30.5
25900,E01020941,62.2
25901,E01020942,2.7
25902,E01020946,7.1
25903,E01020947,12.8
25904,E01020914,97.2
25905,E01020915,112.2
25906,E01020952,55.6
25907,E01020953,15.5
25908,E01020954,45.5
25909,E01020948,19.4
25910,E01020963,13.1
25911,E01020965,85.2
25912,E01020966,43.3
25913,E01020938,55.5
25914,E01020939,52.5
25915,E01020943,82.7
25916,E01020964,52.2
25917,E01020967,53.1
25918,E01020910,62.8
25919,E01020911,91.3
25920,E01020912,133.5
25921,E01020916,108.2
25922,E01020935,65.2
25923,E01020936,57.2
25924,E01020937,73.9
25925,E01020968,45.9
25926,E01020931,28.1
25927,E01020932,28.2
25928,E01020933,1.0
25929,E01020934,25.4
25930,E01020944,17.1
25931,E01020913,41.3
25932,E01020951,8.2
25933,E01020959,62.4
25934,E01020961,36.5
25935,E01020962,42.9
25936,E01020960,67.9
25937,E01032831,44.4
25938,E01032832,35.5
25939,E01032833,43.9
25940,E01020969,39.9
25941,E01020970,11.4
25942,E01020971,28.7
25943,E01020987,31.2
25944,E01020974,20.7
25945,E01020986,24.2
25946,E01020988,33.7
25947,E01021007,11.1
25948,E01021008,53.9
25949,E01021009,35.1
25950,E01020993,60.3
25951,E01020994,40.1
25952,E01020995,23.0
25953,E01020996,20.5
25954,E01021019,59.4
25955,E01021004,5.2
25956,E01021005,38.8
25957,E01021006,12.7
25958,E01021013,70.3
25959,E01020972,22.0
25960,E01020973,42.5
25961,E01020977,115.0
25962,E01021015,72.5
25963,E01021010,37.6
25964,E01021011,79.8
25965,E01021012,29.9
25966,E01021020,42.5
25967,E01021021,31.4
25968,E01021000,65.1
25969,E01021001,77.6
25970,E01021002,16.9
25971,E01021003,50.2
25972,E01021014,102.7
25973,E01020975,42.5
25974,E01020976,33.6
25975,E01020990,127.0
25976,E01020991,48.8
25977,E01020992,46.2
25978,E01020978,65.9
25979,E01020979,52.0
25980,E01020980,96.2
25981,E01020981,93.1
25982,E01020997,39.3
25983,E01020998,54.0
25984,E01020999,35.2
25985,E01021016,26.9
25986,E01021017,16.3
25987,E01021018,10.6
25988,E01020982,141.2
25989,E01020983,197.0
25990,E01020984,69.8
25991,E01020985,94.2
25992,E01020989,97.9
25993,E01021022,0.7
25994,E01021024,5.7
25995,E01021025,0.8
25996,E01021052,7.0
25997,E01021053,2.0
25998,E01021023,1.8
25999,E01021026,1.0
26000,E01021032,0.4
26001,E01021067,7.5
26002,E01021068,0.4
26003,E01021033,32.6
26004,E01021034,13.2
26005,E01021035,5.5
26006,E01021036,26.6
26007,E01021037,39.4
26008,E01021038,37.9
26009,E01021054,0.6
26010,E01021055,16.0
26011,E01021056,1.6
26012,E01021057,0.4
26013,E01021039,11.2
26014,E01021040,52.9
26015,E01021041,5.6
26016,E01021042,24.3
26017,E01021043,42.8
26018,E01021027,16.5
26019,E01021028,41.5
26020,E01021029,6.0
26021,E01021030,43.5
26022,E01021031,29.4
26023,E01021061,54.4
26024,E01021063,20.9
26025,E01021064,38.2
26026,E01021065,58.2
26027,E01021066,41.9
26028,E01021045,7.1
26029,E01021046,21.5
26030,E01021047,13.3
26031,E01021048,75.1
26032,E01021044,22.1
26033,E01021049,71.9
26034,E01021050,24.0
26035,E01021051,11.8
26036,E01021058,43.2
26037,E01021059,21.7
26038,E01021060,10.9
26039,E01021062,29.8
26040,E01021069,37.6
26041,E01021075,8.0
26042,E01021077,32.0
26043,E01021081,33.9
26044,E01021082,6.9
26045,E01021083,6.4
26046,E01021072,5.2
26047,E01021073,34.6
26048,E01021074,6.9
26049,E01021076,33.3
26050,E01021078,24.0
26051,E01021070,62.5
26052,E01021071,43.7
26053,E01021079,12.7
26054,E01021080,33.0
26055,E01021132,2.8
26056,E01021133,0.8
26057,E01021134,1.4
26058,E01021139,6.5
26059,E01021140,1.0
26060,E01021141,0.6
26061,E01021103,0.4
26062,E01021114,1.5
26063,E01021115,0.6
26064,E01021116,0.8
26065,E01021098,1.2
26066,E01021099,0.4
26067,E01021100,0.6
26068,E01021104,0.5
26069,E01021105,1.4
26070,E01021101,1.1
26071,E01021102,1.4
26072,E01021117,11.0
26073,E01021118,7.4
26074,E01021119,19.4
26075,E01021087,0.5
26076,E01021088,1.7
26077,E01021089,6.2
26078,E01021109,0.8
26079,E01021110,2.8
26080,E01021084,3.7
26081,E01021085,2.8
26082,E01021086,4.1
26083,E01021096,0.4
26084,E01021097,0.9
26085,E01021111,34.5
26086,E01021113,12.5
26087,E01021131,67.1
26088,E01021135,48.4
26089,E01021136,28.6
26090,E01021137,9.8
26091,E01021112,44.5
26092,E01021120,22.4
26093,E01021126,37.4
26094,E01021127,6.4
26095,E01021128,35.7
26096,E01021093,21.2
26097,E01021095,23.0
26098,E01021123,5.6
26099,E01021124,8.2
26100,E01021125,1.6
26101,E01021129,26.0
26102,E01021138,2.1
26103,E01021094,33.9
26104,E01021106,20.9
26105,E01021107,29.1
26106,E01021108,45.4
26107,E01021130,27.1
26108,E01021090,66.1
26109,E01021091,63.5
26110,E01021092,56.8
26111,E01021121,44.1
26112,E01021122,76.9
26113,E01021167,11.6
26114,E01021168,1.4
26115,E01021169,0.6
26116,E01021186,0.7
26117,E01021171,0.5
26118,E01021172,1.3
26119,E01021173,0.4
26120,E01021218,1.1
26121,E01021156,34.8
26122,E01021157,17.5
26123,E01021158,17.0
26124,E01021159,7.3
26125,E01021160,25.9
26126,E01021161,42.6
26127,E01021162,5.4
26128,E01021202,4.5
26129,E01021203,0.6
26130,E01021229,0.8
26131,E01021230,0.8
26132,E01021231,6.7
26133,E01021151,15.7
26134,E01021152,21.1
26135,E01021153,53.0
26136,E01021154,17.1
26137,E01021155,26.9
26138,E01021163,0.9
26139,E01021164,0.8
26140,E01021187,0.5
26141,E01021144,1.2
26142,E01021145,0.9
26143,E01021170,0.8
26144,E01021217,0.9
26145,E01021219,17.0
26146,E01021220,28.3
26147,E01021223,28.5
26148,E01021224,14.1
26149,E01021225,18.5
26150,E01021226,21.2
26151,E01021150,2.4
26152,E01021191,21.8
26153,E01021192,34.1
26154,E01021193,32.4
26155,E01021194,50.3
26156,E01021149,0.9
26157,E01021189,0.7
26158,E01021190,2.0
26159,E01021200,5.1
26160,E01021201,1.9
26161,E01021221,17.1
26162,E01021222,50.6
26163,E01021227,12.0
26164,E01021228,21.9
26165,E01021146,2.6
26166,E01021147,0.5
26167,E01021148,0.9
26168,E01021165,0.4
26169,E01021188,0.5
26170,E01021198,8.4
26171,E01021199,0.5
26172,E01021204,2.0
26173,E01021205,0.5
26174,E01021174,3.9
26175,E01021175,43.6
26176,E01021176,23.7
26177,E01021177,27.9
26178,E01021180,7.2
26179,E01021181,11.2
26180,E01021182,43.7
26181,E01021183,40.7
26182,E01021178,1.8
26183,E01021179,21.6
26184,E01021184,26.8
26185,E01021185,51.1
26186,E01021142,0.6
26187,E01021143,0.6
26188,E01021166,0.5
26189,E01021195,1.1
26190,E01021196,45.3
26191,E01021197,1.0
26192,E01021212,17.6
26193,E01021213,54.0
26194,E01021214,3.8
26195,E01021215,20.5
26196,E01021216,15.9
26197,E01021206,0.8
26198,E01021207,10.8
26199,E01021208,2.5
26200,E01021209,10.0
26201,E01021210,21.0
26202,E01021211,12.0
26203,E01021232,35.6
26204,E01021233,8.2
26205,E01021234,1.9
26206,E01021235,26.9
26207,E01021236,34.3
26208,E01022553,44.2
26209,E01022554,13.6
26210,E01022555,19.0
26211,E01022556,38.2
26212,E01022560,3.8
26213,E01022493,0.8
26214,E01022536,1.5
26215,E01022537,21.9
26216,E01022557,44.8
26217,E01022558,28.8
26218,E01022559,18.9
26219,E01022488,0.4
26220,E01022489,0.6
26221,E01022499,9.7
26222,E01022500,0.9
26223,E01022513,1.0
26224,E01022472,0.8
26225,E01022473,30.3
26226,E01022520,0.5
26227,E01022521,9.4
26228,E01022522,0.6
26229,E01022490,8.2
26230,E01022491,7.4
26231,E01022492,0.5
26232,E01022546,0.8
26233,E01022547,1.1
26234,E01022495,43.1
26235,E01022496,33.7
26236,E01022497,42.0
26237,E01022498,35.8
26238,E01022539,81.2
26239,E01022540,52.8
26240,E01022542,62.6
26241,E01022543,30.7
26242,E01032843,51.3
26243,E01032844,23.8
26244,E01032851,17.3
26245,E01022470,11.2
26246,E01022471,28.6
26247,E01022494,28.3
26248,E01022523,13.0
26249,E01022524,73.4
26250,E01022525,32.0
26251,E01022526,13.3
26252,E01022527,39.4
26253,E01022566,35.9
26254,E01022567,38.9
26255,E01022568,35.0
26256,E01022570,44.6
26257,E01032840,28.4
26258,E01032841,12.5
26259,E01022502,40.6
26260,E01022506,30.6
26261,E01022507,44.2
26262,E01032842,96.4
26263,E01032847,10.9
26264,E01022481,34.6
26265,E01022482,44.7
26266,E01022503,29.7
26267,E01032845,56.6
26268,E01032846,89.8
26269,E01022484,72.7
26270,E01022485,58.8
26271,E01022486,52.6
26272,E01022487,66.1
26273,E01022569,8.8
26274,E01022548,38.1
26275,E01022549,54.1
26276,E01022550,25.9
26277,E01022551,27.5
26278,E01022552,52.9
26279,E01022528,14.3
26280,E01022529,0.9
26281,E01022530,17.6
26282,E01022531,1.2
26283,E01022475,26.8
26284,E01022476,57.3
26285,E01022480,75.9
26286,E01022504,19.4
26287,E01022505,23.5
26288,E01022467,2.3
26289,E01022468,1.0
26290,E01022469,27.1
26291,E01022561,0.2
26292,E01022562,0.4
26293,E01022515,15.9
26294,E01022516,15.8
26295,E01022517,42.3
26296,E01022518,34.5
26297,E01022519,27.1
26298,E01022474,36.0
26299,E01022477,31.9
26300,E01022478,67.1
26301,E01022479,59.2
26302,E01022509,51.3
26303,E01022514,0.4
26304,E01022563,0.8
26305,E01022564,0.9
26306,E01022565,8.8
26307,E01022510,41.8
26308,E01022511,42.6
26309,E01022512,54.2
26310,E01032848,56.4
26311,E01032849,68.2
26312,E01032850,22.1
26313,E01022532,0.6
26314,E01022533,0.3
26315,E01022534,15.1
26316,E01022535,17.8
26317,E01022581,1.1
26318,E01022582,0.5
26319,E01022604,0.4
26320,E01022605,5.3
26321,E01022574,43.8
26322,E01022575,52.8
26323,E01022576,44.6
26324,E01022579,16.7
26325,E01022571,24.7
26326,E01022572,37.7
26327,E01022573,8.9
26328,E01022577,33.5
26329,E01022578,12.9
26330,E01022580,46.1
26331,E01022603,1.2
26332,E01022634,52.7
26333,E01022639,31.9
26334,E01022640,6.4
26335,E01022615,35.6
26336,E01022633,49.1
26337,E01022635,44.5
26338,E01022636,34.0
26339,E01022641,60.3
26340,E01022591,0.5
26341,E01022593,3.1
26342,E01022594,7.4
26343,E01022595,11.3
26344,E01022596,1.4
26345,E01022627,0.5
26346,E01022630,0.5
26347,E01022642,1.0
26348,E01032663,4.3
26349,E01022583,12.9
26350,E01022584,38.8
26351,E01022585,2.2
26352,E01022586,1.1
26353,E01022587,17.3
26354,E01022616,23.8
26355,E01022617,2.8
26356,E01022618,3.1
26357,E01022631,0.8
26358,E01022632,5.1
26359,E01022592,0.4
26360,E01022597,0.6
26361,E01022619,15.9
26362,E01022624,21.5
26363,E01022625,13.0
26364,E01022620,22.4
26365,E01022621,40.2
26366,E01022622,9.5
26367,E01022623,9.4
26368,E01032664,45.2
26369,E01032665,47.9
26370,E01022588,22.2
26371,E01022589,0.8
26372,E01022590,26.0
26373,E01022607,43.6
26374,E01022608,44.5
26375,E01022606,2.5
26376,E01022611,48.4
26377,E01022613,19.9
26378,E01022614,38.0
26379,E01022610,2.3
26380,E01022628,5.8
26381,E01022629,1.6
26382,E01032615,20.4
26383,E01032616,46.4
